age,job,marital,education,balance,housing,duration,campaign,approval
42.0,1,1,0,274,yes,71.0,1,no
31.0,0,1,1,362,yes,189.0,2,no
28.0,1,1,1,1121,yes,251.0,1,no
36.0,9,0,2,393,no,127.0,8,no
51.0,10,2,2,1410,no,197.0,1,no
46.0,9,1,2,603,yes,84.0,1,no
50.0,7,2,1,346,no,141.0,2,no
32.0,1,1,1,288,yes,171.0,1,no
26.0,2,2,2,355,no,262.0,3,no
41.0,6,1,2,501,no,352.0,2,yes
39.0,9,1,2,1206,yes,236.0,1,no
31.0,1,1,1,243,yes,184.0,1,no
28.0,4,2,2,501,yes,568.0,2,no
31.0,4,2,1,310,no,105.0,2,no
30.0,9,1,2,1397,yes,260.0,1,no
35.0,9,1,2,2175,no,222.0,3,yes
33.0,1,1,0,1895,yes,447.0,2,no
30.0,9,2,2,2151,yes,239.0,8,no
32.0,1,2,1,219,yes,426.0,1,no
40.0,4,2,2,1364,no,333.0,1,no
31.0,6,1,2,1185,no,174.0,2,no
36.0,9,1,1,419,yes,284.0,2,no
33.0,4,2,2,2255,yes,428.0,1,no
57.0,5,1,1,634,yes,236.0,1,no
45.0,9,1,1,362,no,150.0,2,no
59.0,4,1,2,1731,no,237.0,1,no
30.0,4,2,2,276,yes,1031.0,8,yes
33.0,9,1,2,2211,no,107.0,1,no
52.0,1,1,1,552,yes,45.0,13,no
83.0,5,1,1,274,no,140.0,10,no
58.0,6,0,2,1316,no,700.0,1,yes
33.0,4,0,2,544,no,155.0,1,no
41.0,1,0,0,1596,yes,211.0,5,no
31.0,6,1,1,307,no,165.0,4,no
35.0,1,0,1,540,no,144.0,5,no
27.0,4,2,2,906,yes,590.0,3,yes
57.0,0,0,3,1038,no,43.0,8,no
56.0,11,1,3,274,no,471.0,2,no
53.0,0,2,1,1219,yes,295.0,2,no
39.0,4,1,2,1730,yes,526.0,2,yes
32.0,2,2,2,1041,yes,27.0,10,no
46.0,6,1,1,781,no,1181.0,4,yes
56.0,9,1,2,538,no,103.0,2,no
46.0,4,0,2,2138,yes,249.0,3,no
29.0,2,1,1,449,yes,231.0,4,no
60.0,4,1,0,519,yes,123.0,2,no
33.0,3,2,2,2342,yes,199.0,2,no
27.0,2,2,2,355,no,197.0,1,no
50.0,6,0,2,333,yes,67.0,2,no
45.0,7,1,1,1301,no,220.0,1,no
58.0,5,1,1,495,no,122.0,6,no
59.0,5,1,0,274,yes,104.0,7,no
58.0,5,0,0,1678,yes,307.0,6,no
64.0,5,1,0,317,no,117.0,1,no
47.0,9,1,1,331,no,253.0,1,no
40.0,4,1,2,204,yes,770.0,2,no
36.0,9,0,1,878,yes,190.0,1,no
28.0,4,2,2,274,yes,767.0,5,yes
38.0,9,2,2,299,yes,232.0,2,yes
53.0,2,1,0,1131,yes,854.0,2,no
46.0,1,2,1,586,yes,293.0,6,no
54.0,9,1,1,274,no,986.0,1,no
32.0,4,1,2,274,no,66.0,1,no
55.0,4,1,0,839,no,114.0,1,no
55.0,5,0,1,411,no,205.0,1,no
56.0,9,1,1,1948,no,31.0,4,no
40.0,1,1,1,2274,no,113.0,1,no
44.0,9,1,1,572,yes,200.0,1,no
32.0,2,1,3,347,yes,158.0,1,no
33.0,4,1,2,1481,yes,99.0,4,no
41.0,10,0,1,1268,no,45.0,3,no
37.0,9,1,1,338,yes,239.0,4,no
58.0,4,2,2,276,yes,168.0,3,no
52.0,1,1,1,334,no,196.0,2,no
49.0,7,2,1,406,no,319.0,6,no
44.0,3,1,0,1897,no,209.0,3,no
28.0,0,2,3,445,no,184.0,1,no
31.0,9,1,1,518,no,156.0,2,no
37.0,6,1,1,1962,yes,35.0,16,no
30.0,9,2,2,1099,yes,88.0,2,no
28.0,7,2,1,439,no,347.0,3,yes
46.0,7,1,1,1386,yes,126.0,2,no
47.0,4,1,2,2198,yes,157.0,5,no
35.0,1,1,0,264,yes,212.0,5,no
80.0,4,1,0,2145,no,123.0,1,no
30.0,9,2,2,334,yes,306.0,5,no
55.0,9,2,1,1837,yes,63.0,1,no
22.0,8,2,2,1206,no,119.0,1,no
33.0,1,2,0,823,yes,29.0,1,no
53.0,2,1,3,302,no,117.0,2,no
49.0,4,1,2,1335,no,231.0,2,no
51.0,5,1,1,309,no,123.0,4,no
41.0,6,1,2,2126,yes,265.0,1,no
34.0,9,1,1,274,yes,144.0,1,no
36.0,1,2,1,601,no,559.0,3,no
35.0,2,1,2,274,no,74.0,1,no
29.0,7,1,1,277,yes,183.0,1,no
40.0,9,2,2,698,yes,631.0,1,no
32.0,4,0,2,1030,no,1282.0,6,yes
48.0,1,1,1,908,no,108.0,2,no
59.0,5,1,3,1130,no,1199.0,1,yes
35.0,6,0,2,1305,yes,736.0,2,yes
33.0,9,2,2,397,no,264.0,1,no
55.0,5,1,0,2238,no,262.0,1,no
41.0,1,1,1,683,yes,244.0,1,no
42.0,3,1,0,2312,no,107.0,2,no
46.0,1,1,0,341,no,9.0,1,no
35.0,3,0,1,313,no,149.0,2,no
28.0,9,2,2,376,no,321.0,2,no
25.0,8,2,1,1476,no,224.0,1,no
56.0,4,2,2,2314,no,157.0,6,no
30.0,0,2,1,43,no,250.0,1,no
45.0,1,1,1,389,no,209.0,4,no
40.0,4,1,2,2267,no,111.0,3,no
40.0,1,1,1,746,yes,55.0,2,no
39.0,1,1,1,1137,yes,290.0,13,no
48.0,2,1,2,986,no,383.0,1,no
31.0,9,2,2,185,yes,380.0,1,no
32.0,4,1,2,329,no,124.0,3,no
34.0,7,1,1,812,yes,224.0,2,no
26.0,9,2,1,707,no,240.0,1,no
31.0,4,1,2,1113,yes,385.0,3,no
37.0,4,2,2,756,yes,133.0,1,no
29.0,8,2,3,1765,no,91.0,1,no
57.0,9,1,1,1793,yes,63.0,3,no
47.0,4,2,2,426,yes,192.0,2,no
38.0,6,2,1,1194,yes,91.0,2,no
48.0,1,1,0,1167,no,79.0,1,no
50.0,4,1,2,1859,no,96.0,1,yes
33.0,0,1,1,1203,yes,25.0,2,no
28.0,0,2,1,300,yes,227.0,2,no
30.0,7,2,1,796,no,110.0,1,no
52.0,9,0,1,474,no,134.0,2,no
36.0,9,1,1,730,no,213.0,1,yes
36.0,9,2,1,1496,yes,75.0,1,no
46.0,7,1,1,1131,no,109.0,2,no
57.0,4,1,2,1823,no,162.0,3,no
28.0,4,2,1,1424,no,275.0,1,yes
46.0,7,1,1,274,yes,154.0,1,no
55.0,5,1,0,1835,no,632.0,4,yes
33.0,4,1,2,1943,yes,251.0,1,no
53.0,4,1,1,340,no,141.0,1,no
41.0,9,2,1,244,yes,154.0,1,no
60.0,1,1,1,584,yes,63.0,1,no
35.0,2,1,0,1705,no,259.0,1,no
43.0,1,0,0,323,yes,100.0,1,no
57.0,0,0,0,275,no,17.0,10,no
46.0,0,1,1,1797,yes,192.0,9,no
31.0,1,1,0,613,yes,97.0,9,no
53.0,9,1,1,339,no,41.0,2,no
35.0,1,1,1,1528,yes,200.0,3,no
32.0,0,2,1,927,yes,91.0,3,no
48.0,4,1,2,1210,yes,264.0,1,yes
50.0,0,1,1,501,yes,397.0,2,no
40.0,1,1,0,1186,yes,86.0,1,no
42.0,2,1,2,503,no,446.0,1,no
59.0,0,1,1,991,no,304.0,1,no
27.0,1,2,0,1181,yes,88.0,4,no
32.0,4,2,2,1488,yes,86.0,2,no
35.0,9,2,1,702,yes,63.0,1,no
28.0,7,1,1,274,yes,335.0,2,no
37.0,4,0,1,669,no,293.0,2,no
57.0,4,1,0,1143,yes,227.0,4,no
42.0,0,2,1,1123,yes,146.0,2,no
55.0,0,1,0,604,yes,276.0,3,no
52.0,4,1,2,1526,yes,238.0,3,no
26.0,1,2,1,249,yes,14.0,6,no
52.0,9,1,1,1472,yes,144.0,2,no
26.0,4,2,2,611,no,367.0,1,no
33.0,10,1,1,276,yes,132.0,1,no
24.0,1,2,0,385,yes,42.0,4,no
37.0,4,0,2,439,yes,227.0,1,no
28.0,9,2,1,277,no,40.0,8,no
30.0,9,2,1,376,yes,614.0,2,no
33.0,1,1,0,274,yes,270.0,1,no
55.0,11,1,0,432,no,15.0,1,no
33.0,1,1,1,1185,yes,304.0,2,no
42.0,1,1,1,613,yes,79.0,3,no
37.0,4,1,2,1024,yes,101.0,1,no
59.0,1,1,0,450,yes,55.0,3,no
27.0,1,2,1,279,yes,205.0,3,no
23.0,8,1,2,159,yes,259.0,2,no
51.0,4,0,2,274,no,60.0,2,no
50.0,1,1,0,1925,yes,122.0,2,no
43.0,9,1,1,947,yes,557.0,5,no
37.0,1,0,0,757,yes,42.0,1,no
34.0,4,2,2,1982,yes,373.0,8,no
41.0,4,1,2,1782,yes,80.0,3,no
26.0,8,2,1,543,no,239.0,3,no
49.0,4,0,2,1323,no,29.0,1,no
29.0,1,2,1,1051,yes,1663.0,1,yes
30.0,4,2,2,435,yes,186.0,4,no
38.0,7,0,1,972,no,430.0,1,no
58.0,4,1,1,385,no,58.0,2,no
34.0,8,2,3,1268,no,279.0,1,no
53.0,7,0,3,1115,yes,332.0,2,no
50.0,4,1,2,1751,no,510.0,2,no
30.0,1,2,1,698,yes,218.0,1,no
40.0,4,1,1,860,yes,74.0,2,no
57.0,3,2,1,521,no,676.0,1,no
40.0,4,1,2,8,yes,1259.0,2,no
41.0,9,1,1,1574,yes,285.0,3,no
53.0,9,0,3,847,yes,298.0,1,no
48.0,1,1,1,171,yes,225.0,4,no
32.0,9,2,1,537,yes,80.0,2,no
34.0,4,1,2,906,yes,342.0,1,yes
46.0,1,1,1,168,yes,404.0,3,no
45.0,7,0,1,362,no,332.0,1,no
51.0,0,2,2,290,yes,158.0,1,no
31.0,4,1,1,716,yes,164.0,1,no
47.0,9,1,1,225,yes,57.0,1,no
32.0,1,1,1,708,no,121.0,1,no
41.0,9,1,1,351,yes,56.0,1,no
37.0,7,2,1,154,no,178.0,1,no
27.0,1,2,0,1234,no,283.0,1,no
27.0,7,1,1,332,yes,113.0,1,no
50.0,4,1,1,675,no,22.0,5,no
31.0,4,2,2,386,yes,159.0,2,no
40.0,6,1,2,2301,no,138.0,1,no
43.0,4,1,2,1334,yes,1015.0,1,yes
39.0,9,1,2,974,no,182.0,1,no
31.0,2,2,2,1530,no,112.0,3,no
48.0,9,1,1,706,yes,114.0,1,no
32.0,1,2,0,1036,no,80.0,8,no
47.0,10,1,0,439,yes,66.0,1,no
35.0,4,2,2,912,yes,135.0,22,no
42.0,4,2,2,274,no,99.0,1,no
47.0,1,1,1,1544,no,761.0,2,yes
59.0,5,1,1,436,no,464.0,1,no
38.0,0,1,1,1812,yes,20.0,2,no
50.0,10,1,1,1471,no,206.0,4,no
27.0,7,2,1,187,no,283.0,2,no
55.0,3,1,0,290,no,64.0,1,no
39.0,7,2,1,2176,yes,667.0,3,yes
31.0,9,2,2,706,no,73.0,3,no
37.0,2,1,2,2033,yes,156.0,2,no
28.0,9,2,1,135,yes,559.0,7,no
42.0,9,1,1,693,no,143.0,2,no
40.0,7,0,1,1519,yes,62.0,1,no
59.0,4,2,1,883,yes,219.0,2,no
40.0,7,2,1,339,yes,15.0,3,no
43.0,9,1,1,19,yes,567.0,1,no
38.0,9,2,1,1984,yes,188.0,2,no
54.0,5,1,0,274,yes,159.0,2,no
41.0,1,1,1,2044,yes,121.0,2,no
55.0,3,0,0,1091,no,345.0,1,yes
33.0,4,1,2,421,no,717.0,1,no
46.0,1,1,1,279,no,71.0,3,no
36.0,4,1,1,189,no,1440000.0,2,no
48.0,9,0,2,387,no,38.0,1,no
42.0,4,1,1,208,yes,60.0,2,no
46.0,4,0,2,842,no,336.0,2,yes
49.0,9,1,1,3,yes,92.0,4,no
36.0,1,1,1,80,no,254.0,2,no
34.0,9,2,2,417,yes,104.0,1,no
51.0,2,0,2,278,yes,74.0,5,no
58.0,1,1,0,571,no,156.0,2,no
48.0,4,1,2,1025,no,146.0,2,no
41.0,0,2,1,1121,yes,882.0,1,yes
49.0,6,1,0,738,yes,84.0,4,no
43.0,4,1,0,2218,yes,114.0,2,no
32.0,1,2,1,147,no,957.0,3,no
54.0,5,1,1,1889,no,67.0,3,no
33.0,1,0,0,854,yes,211.0,11,no
35.0,9,1,1,414,yes,299.0,2,no
56.0,9,1,1,423,yes,102.0,6,no
57.0,9,1,1,1009,no,225.0,1,no
31.0,3,2,0,2347,no,654.0,2,yes
33.0,9,2,1,914,yes,234.0,2,no
29.0,9,2,2,1666,no,48.0,6,no
38.0,4,2,2,2313,yes,167.0,1,no
37.0,0,1,1,2278,no,500.0,2,no
33.0,2,1,2,820,no,22.0,2,no
30.0,4,2,2,2331,no,258.0,2,no
31.0,6,2,1,473,no,177.0,1,no
28.0,9,2,2,454,yes,62.0,2,no
26.0,0,2,1,522,no,457008.0,1,yes
31.0,9,2,1,376,yes,460.0,2,no
50.0,3,0,0,368,yes,184.0,4,no
45.0,2,1,0,332,yes,119.0,3,no
48.0,4,1,0,828,no,77.0,6,no
41.0,9,1,1,274,no,107.0,1,no
60.0,9,1,0,339,yes,1028.0,2,yes
41.0,1,1,1,599,yes,87.0,1,no
43.0,1,1,0,943,yes,315.0,4,no
36.0,4,1,2,2249,yes,107.0,2,no
40.0,1,1,0,1233,no,201.0,5,no
28.0,4,2,2,1036,no,94.0,1,no
27.0,8,2,2,2079,no,192.0,2,yes
49.0,4,2,1,335,yes,185.0,2,no
37.0,9,1,2,274,yes,77.0,1,no
31.0,1,1,1,1324,yes,142.0,3,no
31.0,9,2,1,299,no,381.0,1,no
31.0,1,1,1,1305,yes,222.0,2,no
35.0,1,1,0,973,yes,106.0,1,no
51.0,1,0,3,2263,yes,117.0,1,no
33.0,9,2,1,2076,no,67.0,3,no
30.0,9,2,2,277,yes,45.0,2,no
58.0,9,2,1,664,no,643.0,2,no
34.0,0,1,2,309,yes,76.0,1,no
45.0,4,1,2,81,no,508.0,6,no
28.0,7,2,1,468,no,128.0,2,yes
31.0,1,1,0,373,yes,193.0,2,no
40.0,4,1,2,334,no,172.0,6,no
30.0,7,2,1,1862,no,142.0,2,no
34.0,2,1,1,193,yes,492.0,2,no
40.0,1,1,1,1078,no,140.0,1,no
59.0,5,1,0,1333,no,140.0,2,no
43.0,9,2,2,1119,yes,257.0,2,no
41.0,4,1,2,251,no,41.0,2,no
33.0,9,0,1,283,no,91.0,2,no
33.0,4,1,1,1947,yes,132.0,2,no
36.0,1,1,1,287,no,284.0,1,no
32.0,6,2,1,1256,no,184.0,2,no
25.0,0,1,1,292,yes,225.0,1,no
25.0,1,1,1,224,yes,241.0,3,no
38.0,9,2,2,491,no,79.0,3,no
34.0,4,1,2,409,yes,156.0,1,no
67.0,1,1,1,2321,no,223.0,2,no
32.0,1,1,1,231,yes,198.0,1,no
45.0,3,1,0,2189,no,536.0,2,no
33.0,1,1,0,757,yes,304.0,2,no
38.0,0,1,0,1923,yes,196.0,2,no
32.0,9,0,1,1169,yes,298.0,2,no
54.0,5,0,2,2133,yes,86.0,6,no
51.0,0,0,1,601,yes,186.0,1,no
42.0,1,1,0,202,yes,167.0,3,no
41.0,0,1,1,1779,yes,24.0,12,no
39.0,4,0,2,1875,no,74.0,3,no
38.0,1,1,1,621,yes,601.0,1,no
39.0,4,1,1,1159,yes,1168.0,2,no
46.0,1,1,0,1758,no,277.0,2,no
50.0,2,0,2,1476,no,748.0,3,no
33.0,1,1,1,360,yes,364.0,1,no
37.0,9,1,1,1424,yes,229.0,3,no
31.0,4,1,2,2225,no,43.0,13,no
34.0,1,0,3,443,no,177.0,1,yes
34.0,4,1,2,274,yes,262.0,1,yes
36.0,4,1,2,492,yes,317.0,1,no
40.0,9,1,1,383,no,402.0,22,no
40.0,1,1,1,1342,no,314.0,1,yes
41.0,9,1,1,1154,no,109.0,3,yes
52.0,4,1,2,1804,no,56.0,6,no
40.0,7,2,1,1039,yes,169.0,2,no
48.0,1,2,3,682,yes,127.0,1,no
33.0,4,0,1,380,no,175.0,3,no
44.0,9,0,1,274,no,56.0,2,no
55.0,4,1,2,1094,no,123.0,1,no
51.0,0,1,1,1711,no,148.0,2,no
34.0,4,2,2,358,no,231.0,1,no
58.0,5,0,3,2120,yes,255.0,1,no
39.0,4,2,2,990,yes,37.0,3,no
27.0,10,2,1,1825,no,106.0,1,no
55.0,4,0,3,276,yes,95.0,1,no
35.0,9,2,1,238,no,134.0,2,no
37.0,9,2,2,1832,yes,820.0,2,no
52.0,9,1,1,466,yes,116.0,1,no
41.0,1,1,1,785,yes,463.0,1,no
52.0,0,1,1,1637,no,603.0,3,no
34.0,1,2,1,1898,yes,47.0,5,no
53.0,4,0,0,522,no,126.0,1,no
33.0,4,2,2,1802,no,421.0,2,yes
47.0,6,1,1,274,no,174.0,8,no
35.0,1,1,1,2143,yes,144.0,1,no
33.0,4,2,2,1513,no,191.0,2,no
55.0,1,1,0,1919,no,222.0,1,no
58.0,6,1,0,1116,yes,206.0,1,yes
44.0,0,1,1,529,yes,74.0,1,no
25.0,7,2,1,1815,yes,24.0,1,no
37.0,9,2,1,2091,yes,7.0,11,no
41.0,1,1,0,1559,yes,493.0,7,no
34.0,1,2,1,485,no,350.0,3,yes
36.0,7,0,1,1410,no,250.0,3,no
44.0,6,1,2,407,no,86.0,4,no
34.0,2,0,2,529,no,371.0,1,no
56.0,1,0,0,1784,no,419.0,2,no
43.0,4,0,2,646,yes,2087.0,2,yes
28.0,1,2,1,1850,yes,22.0,4,no
54.0,1,1,1,1274,yes,266.0,1,no
37.0,9,0,1,353,no,191.0,1,no
59.0,6,1,2,1548,no,222.0,4,yes
58.0,1,0,1,778,no,264.0,3,no
56.0,4,0,2,1118,yes,184.0,5,no
32.0,1,2,1,826,no,95.0,3,no
42.0,4,2,2,767,no,127.0,2,no
52.0,5,0,0,614,no,395.0,4,no
46.0,4,1,2,1085,yes,174.0,1,no
37.0,0,1,2,1923,yes,124.0,1,yes
39.0,1,1,0,1034,yes,102.0,2,no
31.0,0,1,1,576,yes,279.0,1,no
59.0,3,1,0,274,no,76.0,11,no
38.0,1,1,1,1310,yes,472.0,2,no
58.0,4,1,1,311,no,84.0,11,no
34.0,4,2,2,884,yes,271.0,1,no
40.0,7,1,1,114,yes,754.0,1,no
20.0,8,2,1,554,no,172.0,5,no
34.0,9,1,1,479,yes,375.0,2,no
31.0,9,2,2,692,yes,130.0,2,no
39.0,0,2,1,1251,yes,303.0,3,no
34.0,2,1,2,615,yes,261.0,1,no
24.0,1,1,1,474,yes,229.0,3,no
41.0,4,1,2,2266,yes,288.0,1,no
40.0,4,1,2,279,yes,219.0,3,no
45.0,9,2,1,665,yes,891.0,4,yes
36.0,4,1,2,827,yes,204.0,1,no
53.0,4,1,2,278,no,19.0,6,no
23.0,8,2,1,2228,no,158.0,2,no
42.0,2,1,0,468,yes,314.0,1,no
48.0,1,1,1,1010,yes,215.0,1,no
34.0,4,1,2,282,no,169.0,4,no
36.0,0,1,1,720,yes,101.0,4,no
43.0,5,1,1,764,yes,15.0,13,no
36.0,1,1,1,693,yes,260.0,5,no
49.0,1,1,1,82,yes,558.0,1,yes
55.0,5,1,1,716,no,287.0,4,no
53.0,5,1,1,877,yes,371.0,2,yes
42.0,9,1,1,1104,yes,149.0,1,yes
45.0,0,1,1,2085,yes,187.0,1,yes
31.0,1,1,1,1252,yes,32.0,1,no
32.0,0,1,2,274,yes,138.0,1,no
36.0,1,1,1,1639,yes,228.0,2,no
56.0,5,1,1,1136,no,353.0,2,yes
46.0,0,1,1,1156,yes,45.0,2,no
41.0,3,2,1,501,no,76.0,2,no
31.0,0,1,1,274,yes,144.0,2,no
32.0,9,1,1,533,yes,168.0,2,no
38.0,4,1,2,229,yes,140.0,1,no
49.0,5,2,0,2343,no,94.0,1,no
46.0,4,2,0,773,no,118.0,3,no
29.0,9,2,1,771,yes,382.0,1,no
36.0,0,1,3,1633,no,111.0,1,no
38.0,0,1,1,1495,yes,298.0,2,no
53.0,9,1,1,1708,yes,121.0,1,no
43.0,4,1,2,1732,yes,317.0,7,no
41.0,4,1,2,447,yes,42.0,1,no
42.0,4,2,1,2257,no,81.0,2,no
55.0,1,0,1,1418,yes,296.0,1,yes
39.0,0,0,1,1757,yes,259.0,2,no
30.0,0,2,1,355,yes,121.0,6,no
41.0,1,1,1,963,yes,432.0,3,no
44.0,10,1,2,449,no,126.0,2,no
58.0,4,1,2,562,no,120.0,4,no
35.0,5,1,0,548,yes,136.0,1,no
27.0,1,1,1,1029,yes,1130.0,3,no
34.0,7,1,1,1298,no,330.0,2,yes
25.0,7,1,1,346,yes,305.0,2,no
36.0,1,1,1,274,no,332.0,3,no
38.0,1,1,1,101,yes,412.0,1,no
30.0,0,1,1,285,yes,157.0,1,no
47.0,1,0,1,65,yes,71.0,2,no
41.0,7,0,1,968,yes,297.0,2,no
36.0,4,2,2,1839,no,307.0,1,no
63.0,2,1,1,1922,no,250.0,2,yes
23.0,4,2,2,925,yes,119.0,1,no
32.0,4,1,2,1321,no,116.0,2,no
57.0,5,1,0,984,no,274.0,1,no
48.0,4,1,2,1195,no,389.0,1,yes
49.0,7,1,1,1179,no,143.0,1,no
50.0,9,1,1,56,yes,860.0,2,no
33.0,1,1,0,1208,yes,420.0,2,no
53.0,7,0,1,21,yes,213.0,1,no
30.0,10,1,2,274,yes,756.0,1,no
38.0,9,1,1,928,no,259.0,3,no
44.0,4,1,1,2221,yes,201.0,16,no
39.0,0,2,1,288,yes,19.0,9,no
45.0,9,2,3,2178,yes,53.0,1,no
36.0,1,1,1,1141,yes,224.0,4,yes
38.0,1,1,1,274,yes,57.0,5,no
36.0,3,1,1,673,yes,251.0,1,no
30.0,4,2,2,921,yes,39.0,1,no
28.0,9,0,2,819,yes,54.0,3,no
26.0,10,1,2,706,yes,28.0,18,no
54.0,11,1,1,1600,no,104.0,1,yes
38.0,0,1,2,1540,no,164.0,2,yes
32.0,9,2,2,274,no,268.0,2,no
50.0,0,0,1,472,no,148.0,1,no
43.0,1,1,1,879,yes,228.0,3,no
48.0,0,1,1,386,no,139.0,5,no
57.0,3,1,0,324,no,89.0,3,no
64.0,3,1,0,951,no,250.0,2,no
26.0,7,0,1,348,yes,106.0,6,no
33.0,1,1,1,874,yes,968.0,1,yes
50.0,6,1,1,1785,no,168.0,3,no
47.0,6,1,2,938,no,408.0,14,no
39.0,4,2,2,671,no,56.0,4,no
52.0,7,1,0,288,no,55.0,5,no
31.0,1,2,0,70,yes,76.0,4,no
50.0,1,1,0,274,no,72.0,5,no
47.0,9,1,1,823,yes,99.0,3,no
30.0,4,2,2,166,yes,13.0,15,no
32.0,9,2,2,1115,no,178.0,1,no
36.0,9,1,1,563,no,287.0,1,no
46.0,9,1,2,487,yes,141.0,1,no
45.0,4,0,2,1567,no,127.0,1,no
37.0,9,2,1,274,no,69.0,2,no
58.0,3,1,0,2078,yes,763.0,4,no
59.0,4,1,2,1488,no,122.0,1,no
28.0,4,1,2,1354,yes,143.0,1,no
48.0,4,1,2,2184,yes,316.0,3,no
55.0,1,1,3,1435,no,89.0,2,no
37.0,1,2,0,1017,yes,151.0,1,no
41.0,4,1,2,1752,no,40.0,1,no
35.0,1,1,1,410,no,5.0,1,no
34.0,1,2,1,1249,yes,90.0,1,no
43.0,4,2,2,419,no,50.0,1,no
59.0,9,1,1,275,no,159.0,2,yes
50.0,1,0,0,266,no,369.0,6,no
37.0,9,1,1,730,no,344.0,2,yes
35.0,9,1,1,1737,yes,256.0,2,no
50.0,9,2,1,1921,no,298.0,1,no
36.0,9,0,1,737,no,268.0,3,no
41.0,0,1,1,2066,yes,231.0,1,no
28.0,4,1,2,580,yes,4.0,4,no
42.0,9,2,2,91,yes,78.0,5,no
60.0,5,1,1,2035,no,419.0,1,no
28.0,4,2,2,2048,yes,421.0,3,no
48.0,2,1,1,920,no,105.0,1,no
51.0,2,1,2,2088,no,42.0,1,no
32.0,9,1,2,1953,no,114.0,7,no
35.0,9,1,2,459,no,286.0,2,no
37.0,9,1,3,460,no,238.0,1,yes
38.0,1,0,1,1780,yes,91.0,1,no
77.0,5,1,1,832,no,766.0,3,no
32.0,4,2,3,968,no,92.0,1,no
43.0,9,0,1,438,no,211.0,3,no
36.0,4,2,2,510,yes,160.0,2,no
29.0,4,1,2,1032,no,166.0,3,no
32.0,0,2,1,1744,yes,195.0,1,no
41.0,4,0,2,2008,yes,106.0,1,no
26.0,7,2,1,401,yes,85.0,3,no
34.0,1,1,0,447,no,78.0,1,no
57.0,5,1,2,274,yes,648.0,1,yes
36.0,7,2,1,1355,yes,177.0,2,no
42.0,1,1,1,1788,yes,32.0,1,no
35.0,9,0,1,330,no,24.0,12,no
52.0,2,0,0,542,yes,688.0,2,no
36.0,4,2,2,1920,yes,21.0,5,no
46.0,9,1,1,116,yes,112.0,1,no
60.0,4,0,2,626,no,593.0,1,yes
57.0,3,1,0,749,yes,59.0,2,no
48.0,4,1,2,1107,yes,121.0,3,no
59.0,6,1,0,274,yes,97.0,2,no
39.0,4,1,2,513,no,86.0,2,no
44.0,1,1,1,181,yes,10.0,10,no
27.0,4,2,2,699,no,205.0,3,no
59.0,5,1,1,1215,no,77.0,2,no
36.0,9,0,1,2121,yes,138.0,2,no
44.0,0,1,1,475,no,289.0,1,yes
50.0,0,1,1,274,no,86.0,4,no
41.0,4,0,2,629,yes,9.0,3,no
47.0,0,1,1,1523,no,225.0,1,no
32.0,9,2,2,526,no,407.0,4,no
38.0,1,1,1,547,yes,1030.0,6,no
55.0,1,1,3,297,no,123.0,2,no
38.0,4,2,2,1312,no,119.0,4,no
31.0,4,2,2,336,yes,175.0,1,no
38.0,1,0,1,430,no,299.0,5,no
29.0,10,2,2,1102,no,563.0,1,no
55.0,7,1,1,457,yes,241.0,1,no
35.0,10,1,1,1092,yes,52.0,4,no
40.0,6,2,2,1756,no,76.0,3,no
34.0,1,1,1,1508,yes,441.0,1,no
32.0,9,2,2,2095,no,319.0,1,yes
33.0,1,1,1,1040,yes,13.0,1,no
33.0,4,1,2,539,yes,803.0,1,yes
37.0,0,1,1,1227,no,396.0,2,no
58.0,4,1,2,1725,no,188.0,1,no
36.0,0,2,1,274,no,637.0,1,no
42.0,1,1,1,500,yes,175.0,7,no
34.0,9,2,1,1725,yes,945.0,1,no
35.0,4,1,2,579,yes,162.0,3,no
60.0,3,1,0,761,no,1178.0,3,no
50.0,4,1,2,76,yes,506.0,2,no
28.0,6,2,2,2009,no,409.0,2,yes
27.0,1,0,1,275,yes,116.0,3,no
37.0,4,1,2,2064,no,244.0,1,yes
31.0,9,1,2,854,yes,352.0,4,yes
34.0,7,1,1,1161,no,152.0,1,yes
38.0,4,1,2,400,yes,164.0,2,no
32.0,6,1,1,248,yes,234.0,3,no
37.0,9,1,1,684,no,154.0,4,no
33.0,0,1,1,270,yes,566.0,2,no
71.0,9,1,2,642,no,327.0,2,no
27.0,9,1,1,403,yes,265.0,3,no
38.0,1,1,0,1688,no,172.0,1,no
34.0,9,2,1,471,no,257.0,2,no
54.0,5,0,2,274,no,618.0,1,yes
30.0,1,1,1,280,yes,241.0,3,no
35.0,2,2,1,725,no,936.0,4,no
33.0,1,2,1,909,yes,329.0,1,no
36.0,4,1,1,1486,yes,24.0,1,no
59.0,6,1,2,456,no,177.0,5,no
72.0,1,1,0,1991,no,120.0,1,no
64.0,4,1,2,888,no,135.0,3,no
53.0,9,0,1,582,no,175.0,1,no
35.0,4,2,2,1778,yes,179.0,1,no
58.0,6,1,1,1324,yes,58.0,1,no
40.0,9,1,1,1262,no,342.0,2,no
41.0,7,0,1,867,yes,139.0,2,no
48.0,5,1,0,2071,yes,88.0,8,no
44.0,2,1,2,1859,yes,210.0,3,no
39.0,1,1,3,274,no,731.0,1,no
61.0,4,1,2,2127,no,670.0,3,yes
36.0,2,1,0,448,yes,63.0,5,no
28.0,4,1,2,1893,no,70.0,2,no
